traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14
994,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70073527e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
995,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70130371e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
996,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70187214e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
997,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70244058e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
998,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70300901e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
999,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70357744e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1000,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70414616e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1001,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70471459e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1002,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70528302e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1003,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70585174e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1004,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70642017e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1005,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70698888e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1006,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70755732e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1007,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70812603e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1008,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70869446e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1009,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70926317e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1010,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70983189e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1011,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.7104006e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1012,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.71096903e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1013,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.71153774e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1014,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.71210646e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1015,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.71267517e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1016,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.71324388e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1017,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.71381259e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1018,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.71438158e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1019,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.71495029e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1020,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.715519e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1021,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.71608772e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1022,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.7166567e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1023,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.71722542e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
