traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14
994,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479056e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
995,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479111e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
996,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479167e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
997,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479222e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
998,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7047925e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
999,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479306e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1000,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479361e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1001,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479417e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1002,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479472e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1003,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479528e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1004,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479583e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1005,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479639e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1006,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479694e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1007,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479722e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1008,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479777e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1009,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479833e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1010,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479888e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1011,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70479944e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1012,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7048e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1013,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70480055e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1014,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70480111e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1015,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70480138e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1016,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70480194e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1017,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70480249e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1018,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70480305e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1019,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7048036e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1020,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70480416e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1021,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70480471e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1022,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70480527e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
1023,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70480582e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
